Titulo,Autores,Categoria,Calificacion,Precio,"In Stock",Link
"A Girl's Guide to Moving On (New Beginnings #2)","Debbie Macomber",Romance,1,Â£31.30,"In stock",https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
"A Game of Thrones (A Song of Ice and Fire #1)","George R. R. Martin","Add a comment",2,Â£46.42,"In stock",https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
"A Feast for Crows (A Song of Ice and Fire #4)","George R. R. Martin",Fantasy,4,Â£17.21,"In stock",https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
"A Clash of Kings (A Song of Ice and Fire #2)","George R. R. Martin","Add a comment",3,Â£10.79,"In stock",https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
"Vogue Colors A to Z: A Fashion Coloring Book","Valerie Steiker",Default,4,Â£52.35,"In stock",https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
"The Shining (The Shining #1)","Stephen King",Default,3,Â£27.88,"In stock",https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
"The Pilgrim's Progress","John Bunyan",Classics,2,Â£50.26,"In stock",https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html
"The Perfect Play (Play by Play #1)","John Vornholt",Romance,3,Â£59.99,"In stock",https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html
"The Passion of Dolssa","Julie Berry","Historical Fiction",5,Â£28.32,"In stock",https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html
"The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe","Stephon Alexander",Nonfiction,3,Â£38.71,"In stock",https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
"The Hunger Games (The Hunger Games #1)","Suzanne Collins",Default,5,Â£29.85,"In stock",https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
"The Hound of the Baskervilles (Sherlock Holmes #5)","Arthur Conan Doyle",Classics,2,Â£14.82,"In stock",https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html
"The Gunning of America: Business and the Making of American Gun Culture","Pamela Haag",Nonfiction,4,Â£16.81,"In stock",https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
"The Geography of Bliss: One Grump's Search for the Happiest Places in the World","Eric Weiner",Nonfiction,2,Â£28.23,"In stock",https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
"The Demonists (Demonist #1)","Thomas E. Sniegoski",Fantasy,2,Â£52.11,"In stock",https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)","Aya Shouoto","Sequential Art",2,Â£27.88,"In stock",https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html
"The Bone Hunters (Lexy Vaughan & Steven Macaulay #2)","Robert J. Mrazek",Thriller,3,Â£59.71,"In stock",https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
"The Beast (Black Dagger Brotherhood #14)","J. R. Ward",Fantasy,5,Â£46.08,"In stock",https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
"Some Women","Maarten Maartens","Womens Fiction",5,Â£13.73,"In stock",https://books.toscrape.com/catalogue/some-women_341/index.html
"Shopaholic Ties the Knot (Shopaholic #3)","Sophie Kinsella","Womens Fiction",5,Â£48.39,"In stock",https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html
"Paper and Fire (The Great Library #2)","Rachel Caine",Fantasy,5,Â£49.45,"In stock",https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
"Outlander (Outlander #1)","Diana Gabaldon",Default,5,Â£19.67,"In stock",https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors","Josh Aronson, Denise George",Music,3,Â£12.36,"In stock",https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
"No One Here Gets Out Alive","Jerry Hopkins, Danny Sugerman",Music,5,Â£20.02,"In stock",https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
"Night Shift (Night Shift #1-20)","Simon Smith",Horror,4,Â£12.75,"In stock",https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
"Needful Things","W. D. Richter",Horror,4,Â£47.51,"In stock",https://books.toscrape.com/catalogue/needful-things_334/index.html
"Mockingjay (The Hunger Games #3)","Suzanne Collins",Default,4,Â£20.44,"In stock",https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
Misery,"Stephen King",Horror,2,Â£34.79,"In stock",https://books.toscrape.com/catalogue/misery_332/index.html
"Little Women (Little Women #1)","Louisa May Alcott",Classics,4,Â£28.07,"In stock",https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html
It,"Stephen King",Horror,3,Â£25.01,"In stock",https://books.toscrape.com/catalogue/it_330/index.html
"Harry Potter and the Sorcerer's Stone (Harry Potter #1)","Michelle Breyer",Default,3,Â£13.90,"In stock",https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
"Harry Potter and the Prisoner of Azkaban (Harry Potter #3)","J. K. Rowling","Young Adult",4,Â£24.17,"In stock",https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
"Harry Potter and the Order of the Phoenix (Harry Potter #5)","J.K. Rowling",Fantasy,4,Â£31.63,"In stock",https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
"Harry Potter and the Half-Blood Prince (Harry Potter #6)","J. K. Rowling",Fantasy,5,Â£48.75,"In stock",https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
"Harry Potter and the Chamber of Secrets (Harry Potter #2)","J. K. Rowling",Fantasy,1,Â£14.74,"In stock",https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
"Gone with the Wind","Sidney Coe Howard",Classics,3,Â£32.49,"In stock",https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html
"God Is Not Great: How Religion Poisons Everything","Christopher Hitchens",Nonfiction,1,Â£27.80,"In stock",https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
"Girl With a Pearl Earring","Tracy Chevalier","Historical Fiction",1,Â£26.77,"In stock",https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html
"Fruits Basket, Vol. 4 (Fruits Basket #4)","Natsuki Takaya","Sequential Art",4,Â£50.44,"In stock",https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html
"Far From True (Promise Falls Trilogy #2)","Linwood Barclay",Thriller,2,Â£34.93,"In stock",https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
"Dark Lover (Black Dagger Brotherhood #1)","J.R. Ward",Romance,1,Â£12.87,"In stock",https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
"Confessions of a Shopaholic (Shopaholic #1)","Sophie Kinsella",Default,2,Â£48.94,"In stock",https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
"Changing the Game (Play by Play #2)","Samantha Wayland",Romance,3,Â£13.38,"In stock",https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
Candide,Voltaire,Classics,3,Â£58.63,"In stock",https://books.toscrape.com/catalogue/candide_316/index.html
"Can You Keep a Secret?","Karen Perry","Womens Fiction",1,Â£21.94,"In stock",https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
"Atlas Shrugged","Ayn Rand",Fiction,5,Â£26.58,"In stock",https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
"Animal Farm","George Orwell",Classics,3,Â£57.22,"In stock",https://books.toscrape.com/catalogue/animal-farm_313/index.html
"A Walk to Remember","Pasquale De Marco",Romance,1,Â£56.43,"In stock",https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
"A New Earth: Awakening to Your Life's Purpose","Eckhart Tolle",Spirituality,5,Â£55.65,"In stock",https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","Karen Armstrong",Religion,1,Â£27.62,"In stock",https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
"Salem's Lot","Stephen King",Horror,4,Â£49.56,"In stock",https://books.toscrape.com/catalogue/salems-lot_309/index.html
"Zero History (Blue Ant #3)","William Gibson",Default,1,Â£34.77,"In stock",https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
"Wuthering Heights","Emily Brontë",Classics,3,Â£17.73,"In stock",https://books.toscrape.com/catalogue/wuthering-heights_307/index.html
"World War Z: An Oral History of the Zombie War","Max Brooks",Default,1,Â£21.80,"In stock",https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed",Default,3,Â£46.02,"In stock",https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
"Where'd You Go, Bernadette","Maria Semple",Default,1,Â£18.13,"In stock",https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
"When You Are Engulfed in Flames","David Sedaris",Humor,5,Â£30.89,"In stock",https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
"We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America","Juan Williams",Nonfiction,3,Â£31.95,"In stock",https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
"We Are All Completely Beside Ourselves","Khadija Caffoor",Contemporary,1,Â£24.04,"In stock",https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
"Walk the Edge (Thunder Road #2)","Tarragon Theatre Archives (University of Guelph), Bill Glassco, Robert C. Brewster","Young Adult",3,Â£32.36,"In stock",https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
"Voyager (Outlander #3)","Diana Gabaldon","Historical Fiction",5,Â£21.07,"In stock",https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html
"Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination","J. K. Rowling",Nonfiction,3,Â£50.66,"In stock",https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
"Vegan Vegetarian Omnivore: Dinner for Everyone at the Table","Anna Thomas","Food and Drink",2,Â£13.66,"In stock",https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul","Ruth Soukup",Nonfiction,1,Â£58.09,"In stock",https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
"Under the Banner of Heaven: A Story of Violent Faith","Jon Krakauer",Nonfiction,1,Â£30.00,"In stock",https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
"Two Boys Kissing","David Levithan","Young Adult",2,Â£32.74,"In stock",https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
"Twilight (Twilight #1)","Michael Moreci",Default,2,Â£41.93,"In stock",https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
"Twenties Girl","Sophie Kinsella","Womens Fiction",2,Â£42.80,"In stock",https://books.toscrape.com/catalogue/twenties-girl_292/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland","Ken Ilgunas",Nonfiction,1,Â£53.51,"In stock",https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
"Three-Martini Lunch","Suzanne Rindell",Fiction,3,Â£23.21,"In stock",https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
"Thinking, Fast and Slow","Daniel Kahneman",Psychology,1,Â£21.14,"In stock",https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
"The Wild Robot","Peter Brown",Childrens,3,Â£56.07,"In stock",https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)","Kieron Gillen","Sequential Art",3,Â£14.41,"In stock",https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html
"The Undomestic Goddess","Sophie Kinsella","Womens Fiction",4,Â£45.75,"In stock",https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html
"The Travelers","Travelers Insurance Companies",Thriller,1,Â£15.77,"In stock",https://books.toscrape.com/catalogue/the-travelers_285/index.html
"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","Add a comment",2,Â£10.02,"In stock",https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
"The Thing About Jellyfish","Ali Benjamin",Childrens,1,Â£48.77,"In stock",https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
"The Stand","Stephen King",Horror,2,Â£57.86,"In stock",https://books.toscrape.com/catalogue/the-stand_282/index.html
"The Smitten Kitchen Cookbook","Deb Perelman","Food and Drink",1,Â£23.59,"In stock",https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
"The Silkworm (Cormoran Strike #2)","Robert Galbraith",Mystery,5,Â£23.05,"In stock",https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)","Neil Gaiman","Sequential Art",5,Â£55.55,"In stock",https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html
"The Rose & the Dagger (The Wrath and the Dawn #2)","Renee Ahdieh",Fantasy,4,Â£58.64,"In stock",https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html
"The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2)","Bill Bryson",Travel,1,Â£23.21,"In stock",https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html
"The Rise of Theodore Roosevelt (Theodore Roosevelt #1)","Edmund Morris",Biography,3,Â£42.57,"In stock",https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2)","Douglas Adams","Science Fiction",1,Â£10.92,"In stock",https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
"The Rest Is Noise: Listening to the Twentieth Century","Alex Ross","Add a comment",1,Â£34.77,"In stock",https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
"The Red Tent","Anita Diamant","Historical Fiction",5,Â£35.66,"In stock",https://books.toscrape.com/catalogue/the-red-tent_273/index.html
"The Purpose Driven Life: What on Earth Am I Here for?","Rick Warren","Add a comment",3,Â£37.19,"In stock",https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
